customer_id,name,email,age,gender,gv_plus_member,gv_plus_tier,registration_date,last_visit_date,recency_days,total_visits,total_spend,avg_ticket_price,pct_weekend_visits,pct_evening_visits,favourite_genre,preferred_location,acquisition_channel
GV001056,Mei Ling Kumar,mei.ling.kumar20@email.com,37,Prefer not to say,0,Free,2024-07-26,2024-07-11,174,1,18.68,18.68,0.669,0.611,Comedy,Kallang Leisure Park,Walk-in
GV001057,Jia Qi Lee,jia.qi.lee31@email.com,37,M,0,Free,2023-06-02,2024-08-07,147,1,16.81,16.81,0.567,0.441,Thriller,JEM,Walk-in
GV001058,Chen Hao Singh,chen.hao.singh11@email.com,41,F,0,Free,2022-05-15,2024-08-19,135,5,81.17,16.23,0.489,0.499,Horror,Bishan,Website
GV001059,Hui Fen Wong,hui.fen.wong66@email.com,52,M,1,Platinum,2024-04-02,2024-12-19,13,36,836.28,23.23,0.739,0.756,Sci-Fi,JEM,Walk-in
GV001060,Rajan Ng,rajan.ng23@email.com,43,F,0,Free,2023-02-27,2024-09-18,105,1,18.56,18.56,0.639,0.636,Horror,Paya Lebar,Website
GV001061,Siti Lim,siti.lim94@email.com,20,F,1,Platinum,2022-01-31,2024-12-21,11,31,833.89,26.9,0.953,0.871,Sci-Fi,Paya Lebar,Partner Referral
GV001062,Jun Hao Koh,jun.hao.koh66@email.com,47,F,1,Silver,2024-03-06,2024-12-13,19,11,614.56,55.87,0.859,0.144,Romance,Kallang Leisure Park,GV App
GV001063,Ling Ling Yeo,ling.ling.yeo90@email.com,53,F,1,Gold,2024-10-30,2024-12-12,20,21,556.27,26.49,0.785,0.894,Action,Paya Lebar,GV App
GV001064,Jun Hao Ong,jun.hao.ong18@email.com,24,F,1,Silver,2021-11-04,2024-06-28,187,13,258.85,19.91,0.699,0.702,Drama,Paya Lebar,Partner Referral
GV001065,Marcus Ong,marcus.ong59@email.com,49,F,1,Silver,2022-07-08,2024-11-14,48,15,1231.94,82.13,0.695,0.16,Comedy,Vivocity,Walk-in
GV001066,Darren Abdullah,darren.abdullah64@email.com,40,F,0,Free,2023-06-22,2024-08-01,153,5,76.53,15.31,0.374,0.475,Drama,Bishan,GV App
GV001067,Rajan Lee,rajan.lee51@email.com,31,M,0,Free,2024-02-09,2024-08-06,148,5,82.15,16.43,0.558,0.682,Drama,Bishan,Walk-in
GV001068,Zhen Wei Yeo,zhen.wei.yeo91@email.com,46,F,0,Free,2023-07-12,2024-10-08,85,3,50.34,16.78,0.587,0.69,Thriller,Kallang Leisure Park,GV App
GV001069,Ryan Yeo,ryan.yeo23@email.com,39,F,1,Platinum,2023-03-12,2024-12-23,9,28,911.08,32.54,0.993,0.671,Action,Tampines,Website
GV001070,Shreya Goh,shreya.goh24@email.com,17,M,1,Platinum,2024-08-31,2024-12-24,8,39,1238.18,31.75,0.985,0.688,Action,Bishan,Website
GV001071,Darren Teo,darren.teo30@email.com,45,F,1,Gold,2022-09-12,2024-12-15,17,11,745.62,67.78,0.422,0.75,Action,Kallang Leisure Park,Website
GV001072,Darren Nair,darren.nair45@email.com,30,M,0,Free,2023-12-01,2024-10-30,63,1,13.17,13.17,0.42,0.559,Action,JEM,Walk-in
GV001073,Jia Qi Chen,jia.qi.chen48@email.com,62,F,0,Free,2024-04-03,2024-11-08,54,15,1024.69,68.31,0.893,0.311,Romance,Jurong Point,GV App
GV001074,Marcus Koh,marcus.koh79@email.com,30,F,0,Free,2023-12-01,2024-11-08,54,8,673.28,84.16,0.801,0.244,Comedy,Paya Lebar,Website
GV001075,Wei Jie Ramachandran,wei.jie.ramachandran12@email.com,16,M,1,Platinum,2021-12-23,2024-11-18,44,4,230.87,57.72,0.579,0.799,Drama,Jurong Point,Partner Referral
GV001076,Nicole Goh,nicole.goh64@email.com,60,F,0,Free,2024-06-27,2024-08-28,126,4,49.0,12.25,0.38,0.405,Animation,Bishan,Partner Referral
GV001077,Hafiz Patel,hafiz.patel71@email.com,28,F,1,Gold,2023-06-06,2024-12-17,15,36,1084.83,30.13,0.931,0.703,Action,Kallang Leisure Park,Website
GV001078,Wei Jie Ng,wei.jie.ng53@email.com,37,F,1,Standard,2022-09-20,2024-10-10,83,5,79.57,15.91,0.672,0.574,Thriller,Jurong Point,Walk-in
GV001079,Jun Hao Chen,jun.hao.chen17@email.com,48,M,0,Free,2022-02-05,2024-07-26,159,6,106.69,17.78,0.525,0.424,Sci-Fi,Paya Lebar,Website
GV001080,Mei Ling Goh,mei.ling.goh20@email.com,67,F,1,Silver,2022-12-18,2024-11-25,37,11,960.15,87.29,0.711,0.381,Romance,Paya Lebar,Website
GV001081,Surya Nair,surya.nair59@email.com,26,M,1,Gold,2022-11-28,2024-12-03,29,11,645.86,58.71,0.864,0.108,Comedy,Jurong Point,Website
GV001082,Li Ting Ong,li.ting.ong48@email.com,54,F,0,Free,2024-10-04,2024-12-22,10,32,715.8,22.37,0.796,0.799,Thriller,Kallang Leisure Park,GV App
GV001083,Wei Jie Ong,wei.jie.ong66@email.com,18,F,0,Free,2024-11-19,2024-05-31,215,13,300.26,23.1,0.555,0.579,Comedy,Bishan,GV App
GV001084,Farhan Yeo,farhan.yeo53@email.com,59,F,1,Platinum,2021-12-15,2024-12-21,11,8,558.93,69.87,0.571,0.874,Thriller,JEM,Partner Referral
GV001085,Xiu Ying Kumar,xiu.ying.kumar95@email.com,20,F,1,Gold,2023-05-20,2024-12-05,27,33,1085.86,32.9,0.807,0.928,Sci-Fi,Yishun,GV App
GV001086,Amelia Lim,amelia.lim10@email.com,52,F,0,Free,2023-07-14,2024-07-31,154,5,71.28,14.26,0.599,0.672,Sci-Fi,Kallang Leisure Park,Partner Referral
GV001087,Xiu Ying Patel,xiu.ying.patel77@email.com,54,M,0,Free,2024-05-01,2024-11-04,58,19,1133.81,59.67,0.629,0.264,Comedy,Paya Lebar,Walk-in
GV001088,Nadia Ramachandran,nadia.ramachandran81@email.com,52,M,1,Platinum,2022-08-20,2024-12-29,3,24,653.6,27.23,0.713,0.953,Sci-Fi,JEM,Corporate
GV001089,Chen Hao Abdullah,chen.hao.abdullah24@email.com,42,F,0,Free,2024-05-31,2024-07-06,179,3,38.05,12.68,0.316,0.327,Thriller,Jurong Point,Walk-in
GV001090,Nadia Kumar,nadia.kumar42@email.com,40,M,1,Silver,2022-10-12,2024-06-29,186,12,183.45,15.29,0.791,0.658,Drama,Vivocity,Walk-in
GV001091,Hafiz Ng,hafiz.ng64@email.com,51,F,0,Free,2023-09-09,2024-12-18,14,30,672.36,22.41,0.876,0.749,Sci-Fi,Bishan,GV App
GV001092,Faiz Goh,faiz.goh13@email.com,17,F,0,Free,2023-03-07,2024-06-21,194,1,15.8,15.8,0.509,0.519,Animation,Yishun,Walk-in
GV001093,Mei Ling Lim,mei.ling.lim50@email.com,34,F,1,Silver,2022-02-02,2024-11-28,34,14,971.62,69.4,0.897,0.158,Comedy,Kallang Leisure Park,Walk-in
GV001094,Siti Lee,siti.lee25@email.com,36,F,1,Standard,2024-05-11,2024-08-23,131,6,84.39,14.06,0.377,0.369,Romance,Vivocity,GV App
GV001095,Amelia Wong,amelia.wong29@email.com,49,M,0,Free,2024-03-25,2024-07-17,168,5,92.58,18.52,0.505,0.356,Animation,JEM,Partner Referral
GV001096,Faiz Kumar,faiz.kumar31@email.com,21,Prefer not to say,1,Standard,2023-04-30,2024-08-19,135,6,91.25,15.21,0.517,0.429,Action,Kallang Leisure Park,GV App
GV001097,Chen Hao Teo,chen.hao.teo16@email.com,48,F,0,Free,2024-10-15,2024-12-19,13,11,829.17,75.38,0.657,0.892,Drama,Kallang Leisure Park,Partner Referral
GV001098,Nadia Kumar,nadia.kumar17@email.com,56,M,1,Standard,2022-08-22,2024-01-24,343,9,188.83,20.98,0.559,0.673,Action,Kallang Leisure Park,Corporate
GV001099,Ling Ling Lim,ling.ling.lim14@email.com,61,F,0,Free,2024-08-29,2024-09-12,111,5,68.15,13.63,0.34,0.482,Comedy,Tampines,Social Media
GV001100,Jia Qi Koh,jia.qi.koh44@email.com,23,M,1,Standard,2024-04-01,2024-06-28,187,4,52.01,13.0,0.302,0.396,Romance,Yishun,Walk-in
GV001101,Hui Min Tan,hui.min.tan70@email.com,65,F,0,Free,2024-07-14,2024-12-09,23,8,480.0,60.0,0.806,0.181,Comedy,Kallang Leisure Park,Walk-in
GV001102,Hafiz Lee,hafiz.lee19@email.com,17,M,1,Silver,2021-10-14,2024-11-12,50,19,1550.68,81.61,0.797,0.24,Romance,JEM,Walk-in
GV001103,Amirah Ng,amirah.ng52@email.com,48,F,0,Free,2023-03-21,2024-07-10,175,3,37.3,12.43,0.613,0.594,Sci-Fi,Kallang Leisure Park,Social Media
GV001104,Ling Ling Singh,ling.ling.singh89@email.com,48,F,0,Free,2022-04-23,2024-10-08,85,2,38.5,19.25,0.389,0.564,Sci-Fi,Tampines,Website
GV001105,Arjun Wong,arjun.wong35@email.com,34,Prefer not to say,1,Standard,2023-04-08,2024-02-21,315,10,153.3,15.33,0.614,0.73,Animation,Paya Lebar,GV App
GV001106,Nicole Wong,nicole.wong51@email.com,35,M,0,Free,2024-07-17,2024-02-20,316,11,252.27,22.93,0.709,0.497,Romance,JEM,Partner Referral
GV001107,Ling Ling Kumar,ling.ling.kumar91@email.com,61,F,1,Standard,2022-08-08,2024-02-17,319,8,235.35,29.42,0.586,0.511,Sci-Fi,Kallang Leisure Park,Walk-in
GV001108,Shreya Pillai,shreya.pillai46@email.com,46,F,1,Platinum,2023-09-10,2024-12-24,8,28,818.12,29.22,0.835,0.723,Sci-Fi,JEM,Social Media
GV001109,Ryan Tan,ryan.tan17@email.com,24,F,1,Platinum,2023-04-09,2024-12-06,26,27,788.17,29.19,0.785,0.737,Thriller,JEM,Walk-in
GV001110,Ryan Tan,ryan.tan24@email.com,41,M,1,Gold,2024-06-09,2024-12-21,11,28,914.1,32.65,0.774,0.981,Thriller,Tampines,Website
GV001111,Hui Min Patel,hui.min.patel17@email.com,62,M,0,Free,2022-08-27,2024-11-20,42,18,1057.04,58.72,0.711,0.194,Romance,Jurong Point,Website
GV001112,Xiu Ying Koh,xiu.ying.koh65@email.com,30,F,1,Silver,2023-11-05,2024-12-06,26,8,498.27,62.28,0.652,0.118,Comedy,Tampines,Partner Referral
GV001113,Chen Hao Patel,chen.hao.patel41@email.com,42,M,1,Gold,2023-01-22,2024-12-30,2,30,672.63,22.42,0.703,0.943,Thriller,Kallang Leisure Park,Website
GV001114,Amirah Teo,amirah.teo80@email.com,29,F,0,Free,2023-02-08,2024-12-28,4,29,977.66,33.71,0.868,0.839,Action,Jurong Point,Partner Referral
GV001115,Jasmine Kumar,jasmine.kumar40@email.com,36,M,1,Standard,2023-07-13,2024-08-09,145,4,67.79,16.95,0.391,0.546,Horror,JEM,GV App
GV001116,Rajan Chen,rajan.chen93@email.com,56,M,0,Free,2022-01-24,2024-06-01,214,12,328.89,27.41,0.465,0.446,Comedy,Tampines,Website
GV001117,Li Ting Ong,li.ting.ong74@email.com,40,M,0,Free,2021-11-10,2024-06-26,189,4,50.85,12.71,0.561,0.382,Horror,Paya Lebar,GV App
GV001118,Karthik Pillai,karthik.pillai35@email.com,25,F,1,Gold,2022-02-18,2024-12-05,27,23,553.94,24.08,0.958,0.752,Action,Yishun,GV App
GV001119,Mei Ling Teo,mei.ling.teo85@email.com,48,M,1,Gold,2022-04-23,2024-11-06,56,10,644.96,64.5,0.898,0.121,Romance,Kallang Leisure Park,GV App
GV001120,Arjun Yeo,arjun.yeo62@email.com,50,M,1,Platinum,2022-01-17,2024-12-09,23,37,1082.18,29.25,0.707,0.774,Action,Bishan,GV App
GV001121,Rajan Abdullah,rajan.abdullah69@email.com,35,M,0,Free,2023-07-25,2024-12-26,6,30,669.34,22.31,0.745,0.951,Sci-Fi,Bishan,GV App
GV001122,Zhen Wei Patel,zhen.wei.patel61@email.com,68,F,0,Free,2022-08-16,2024-12-04,28,20,686.56,34.33,0.857,0.866,Action,Tampines,GV App
GV001123,Mei Ling Ong,mei.ling.ong46@email.com,32,F,1,Platinum,2023-09-11,2024-12-06,26,21,465.86,22.18,0.988,0.997,Sci-Fi,Kallang Leisure Park,Social Media
GV001124,Mei Ling Teo,mei.ling.teo81@email.com,63,M,0,Free,2024-10-11,2024-12-13,19,30,720.58,24.02,0.86,0.663,Thriller,Tampines,Walk-in
GV001125,Xiu Ying Yeo,xiu.ying.yeo11@email.com,25,M,1,Gold,2023-08-19,2024-12-27,5,31,904.8,29.19,0.839,0.683,Sci-Fi,Kallang Leisure Park,GV App
GV001126,Jun Hao Yeo,jun.hao.yeo78@email.com,65,M,0,Free,2021-11-03,2024-09-22,101,4,73.68,18.42,0.461,0.589,Drama,Vivocity,Corporate
GV001127,Amelia Kumar,amelia.kumar69@email.com,59,F,1,Platinum,2022-04-14,2024-12-12,20,9,686.25,76.25,0.509,0.576,Thriller,Tampines,Corporate
GV001128,Hafiz Nair,hafiz.nair31@email.com,59,F,0,Free,2024-08-20,2024-06-20,195,2,34.12,17.06,0.649,0.638,Horror,Jurong Point,GV App
GV001129,Mei Ling Lim,mei.ling.lim83@email.com,36,M,1,Silver,2023-12-01,2024-12-19,13,12,718.36,59.86,0.833,0.104,Comedy,JEM,GV App
GV001130,Surya Koh,surya.koh32@email.com,59,F,1,Gold,2022-02-11,2024-12-15,17,27,850.23,31.49,0.918,0.702,Thriller,JEM,Website
GV001131,Farhan Hussain,farhan.hussain26@email.com,31,F,1,Gold,2024-09-24,2024-12-27,5,38,1201.22,31.61,0.848,0.942,Thriller,Vivocity,Website
GV001132,Farhan Goh,farhan.goh62@email.com,63,F,0,Free,2024-11-19,2024-10-02,91,5,74.85,14.97,0.576,0.563,Drama,Tampines,Social Media
GV001133,Xiu Ying Ng,xiu.ying.ng32@email.com,36,F,1,Platinum,2023-05-04,2024-12-28,4,18,437.28,24.29,0.972,0.859,Action,Vivocity,Website
GV001134,Shreya Ng,shreya.ng63@email.com,33,M,1,Gold,2022-06-16,2024-12-15,17,12,749.57,62.46,0.884,0.293,Comedy,Paya Lebar,Partner Referral
GV001135,Darren Patel,darren.patel27@email.com,48,M,0,Free,2024-02-11,2024-07-14,171,1,17.66,17.66,0.415,0.32,Horror,Kallang Leisure Park,Partner Referral
GV001136,Hui Fen Lim,hui.fen.lim98@email.com,58,M,0,Free,2024-06-11,2024-11-21,41,15,1137.47,75.83,0.808,0.283,Romance,Paya Lebar,Walk-in
GV001137,Mei Ling Singh,mei.ling.singh62@email.com,34,F,0,Free,2021-11-27,2024-12-08,24,33,1041.89,31.57,0.98,0.992,Action,Kallang Leisure Park,GV App
GV001138,Rajan Goh,rajan.goh62@email.com,56,M,0,Free,2022-08-05,2024-07-23,162,4,72.73,18.18,0.621,0.398,Action,Bishan,Corporate
GV001139,Marcus Nair,marcus.nair15@email.com,59,F,1,Silver,2023-06-08,2024-12-11,21,10,792.4,79.24,0.855,0.395,Romance,Yishun,GV App
GV001140,Amirah Kumar,amirah.kumar87@email.com,51,M,1,Standard,2024-08-18,2024-09-18,105,4,58.68,14.67,0.413,0.692,Thriller,JEM,Partner Referral
GV001141,Shreya Hussain,shreya.hussain15@email.com,41,F,0,Free,2024-09-12,2024-01-05,362,8,236.85,29.61,0.597,0.715,Romance,Vivocity,Walk-in
GV001142,Shreya Lim,shreya.lim44@email.com,58,M,1,Gold,2024-11-08,2024-12-15,17,21,615.31,29.3,0.942,0.892,Action,Jurong Point,Website
GV001143,Amelia Singh,amelia.singh33@email.com,20,M,1,Standard,2023-11-03,2024-10-03,90,3,52.81,17.6,0.438,0.505,Horror,Paya Lebar,Corporate
GV001144,Farhan Yeo,farhan.yeo15@email.com,53,F,1,Platinum,2024-03-18,2024-11-29,33,6,353.03,58.84,0.675,0.77,Thriller,Paya Lebar,GV App
GV001145,Shreya Koh,shreya.koh15@email.com,36,F,1,Platinum,2024-10-09,2024-12-08,24,38,1060.18,27.9,0.767,0.979,Sci-Fi,Vivocity,GV App
GV001146,Surya Chua,surya.chua16@email.com,32,F,1,Platinum,2022-01-03,2024-12-01,31,8,561.78,70.22,0.492,0.837,Thriller,Jurong Point,GV App
GV001147,Tan Wei Teo,tan.wei.teo43@email.com,54,M,0,Free,2024-02-10,2024-11-27,35,8,685.05,85.63,0.687,0.132,Comedy,Tampines,Website
GV001148,Jia Qi Nair,jia.qi.nair46@email.com,69,M,0,Free,2024-02-24,2024-07-25,160,3,45.78,15.26,0.629,0.309,Comedy,Yishun,GV App
GV001149,Shreya Ramachandran,shreya.ramachandran24@email.com,42,F,0,Free,2024-03-30,2024-10-06,87,1,12.79,12.79,0.486,0.695,Horror,Jurong Point,Social Media
GV001150,Jun Hao Ong,jun.hao.ong51@email.com,36,F,1,Platinum,2023-11-03,2024-12-11,21,10,502.29,50.23,0.656,0.794,Thriller,Vivocity,Social Media
GV001151,Karthik Ong,karthik.ong73@email.com,42,M,0,Free,2022-08-15,2024-11-05,57,19,1373.38,72.28,0.619,0.235,Comedy,Vivocity,GV App
GV001152,Nicole Abdullah,nicole.abdullah22@email.com,64,F,1,Platinum,2023-05-16,2024-12-17,15,11,616.31,56.03,0.438,0.593,Drama,Jurong Point,GV App
GV001153,Priya Yeo,priya.yeo10@email.com,23,M,1,Platinum,2023-08-28,2024-12-06,26,34,1009.57,29.69,0.88,0.682,Action,Bishan,GV App
GV001154,Tan Wei Nair,tan.wei.nair11@email.com,44,F,1,Silver,2024-03-26,2024-12-13,19,19,1429.49,75.24,0.606,0.391,Romance,Jurong Point,Social Media
GV001155,Farhan Wong,farhan.wong27@email.com,44,M,1,Gold,2024-04-24,2024-11-26,36,11,682.07,62.01,0.559,0.856,Thriller,Yishun,Website
GV001156,Surya Chen,surya.chen60@email.com,22,F,0,Free,2024-07-07,2024-07-13,172,5,129.55,25.91,0.437,0.542,Romance,JEM,GV App
GV001157,Li Ting Abdullah,li.ting.abdullah32@email.com,32,F,0,Free,2023-01-25,2024-07-31,154,2,31.22,15.61,0.534,0.525,Sci-Fi,Bishan,Social Media
GV001158,Zhen Wei Chen,zhen.wei.chen98@email.com,16,M,1,Silver,2024-01-24,2024-03-29,278,6,141.8,23.63,0.568,0.662,Sci-Fi,Jurong Point,GV App
GV001159,Nadia Nair,nadia.nair19@email.com,42,F,1,Gold,2022-07-09,2024-12-21,11,33,991.23,30.04,0.745,0.678,Action,Kallang Leisure Park,Social Media
GV001160,Hui Fen Nair,hui.fen.nair34@email.com,61,F,1,Gold,2022-12-26,2024-12-01,31,15,1105.85,73.72,0.655,0.392,Animation,JEM,Walk-in
GV001161,Siti Ng,siti.ng59@email.com,58,F,1,Silver,2023-12-05,2024-12-22,10,18,1233.38,68.52,0.611,0.269,Comedy,Kallang Leisure Park,Walk-in
GV001162,Siti Wong,siti.wong42@email.com,42,M,1,Silver,2024-12-01,2024-12-06,26,8,530.94,66.37,0.894,0.247,Comedy,Paya Lebar,Website
GV001163,Nicole Ng,nicole.ng87@email.com,23,F,1,Silver,2024-03-12,2024-11-21,41,15,1153.38,76.89,0.86,0.213,Romance,Kallang Leisure Park,Website
GV001164,Siti Nair,siti.nair11@email.com,52,F,1,Platinum,2022-06-09,2024-12-06,26,20,655.66,32.78,0.854,0.982,Sci-Fi,Yishun,Website
GV001165,Zhen Wei Kumar,zhen.wei.kumar87@email.com,28,M,1,Gold,2021-12-12,2024-12-26,6,21,486.67,23.17,0.84,0.681,Sci-Fi,Paya Lebar,GV App
GV001166,Mei Ling Hussain,mei.ling.hussain82@email.com,38,M,1,Standard,2022-10-18,2024-10-12,81,1,13.76,13.76,0.353,0.575,Drama,Kallang Leisure Park,Walk-in
GV001167,Jun Hao Kumar,jun.hao.kumar25@email.com,36,F,0,Free,2024-05-05,2024-09-21,102,3,50.01,16.67,0.511,0.431,Thriller,Jurong Point,Website
GV001168,Tan Wei Lee,tan.wei.lee51@email.com,51,F,1,Platinum,2023-08-01,2024-12-29,3,25,642.5,25.7,0.9,0.666,Action,Vivocity,GV App
GV001169,Jun Hao Lee,jun.hao.lee29@email.com,43,F,0,Free,2024-04-11,2024-10-11,82,2,37.82,18.91,0.504,0.603,Thriller,Bishan,GV App
GV001170,Li Ting Teo,li.ting.teo27@email.com,19,F,0,Free,2023-11-27,2024-11-02,60,5,84.3,16.86,0.574,0.456,Comedy,JEM,Walk-in
GV001171,Rajan Ong,rajan.ong29@email.com,54,M,1,Gold,2024-09-30,2024-12-13,19,11,853.09,77.55,0.65,0.225,Romance,Paya Lebar,Website
GV001172,Rajan Teo,rajan.teo73@email.com,39,M,0,Free,2022-12-17,2024-07-31,154,2,29.93,14.96,0.602,0.561,Sci-Fi,Yishun,GV App
GV001173,Surya Pillai,surya.pillai53@email.com,30,F,1,Platinum,2023-08-22,2024-12-09,23,38,1313.24,34.56,0.905,0.925,Thriller,Bishan,Partner Referral
GV001174,Jun Hao Patel,jun.hao.patel11@email.com,64,M,1,Silver,2023-08-22,2024-11-23,39,10,724.18,72.42,0.691,0.111,Comedy,Vivocity,Walk-in
GV001175,Arjun Goh,arjun.goh98@email.com,57,M,0,Free,2023-03-19,2024-10-17,76,3,59.09,19.7,0.561,0.469,Horror,Bishan,Website
GV001176,Siti Ng,siti.ng46@email.com,62,M,1,Platinum,2022-08-10,2024-12-24,8,9,638.34,70.93,0.541,0.765,Action,JEM,GV App
GV001177,Rajan Nair,rajan.nair62@email.com,38,M,0,Free,2022-12-27,2024-12-23,9,29,974.66,33.61,0.716,0.731,Sci-Fi,Jurong Point,Website
GV001178,Chen Hao Chen,chen.hao.chen59@email.com,16,M,0,Free,2022-02-24,2024-12-29,3,34,898.04,26.41,0.827,0.674,Sci-Fi,Vivocity,Partner Referral
GV001179,Nicole Kumar,nicole.kumar93@email.com,58,F,0,Free,2023-08-30,2024-08-13,141,2,29.31,14.65,0.56,0.638,Action,Tampines,GV App
GV001180,Nadia Wong,nadia.wong36@email.com,64,F,0,Free,2024-08-29,2024-08-12,142,1,14.13,14.13,0.647,0.367,Animation,Yishun,GV App
GV001181,Jun Hao Yeo,jun.hao.yeo75@email.com,57,F,1,Gold,2022-10-29,2024-12-08,24,29,880.72,30.37,0.944,0.782,Sci-Fi,Vivocity,Website
GV001182,Surya Tan,surya.tan50@email.com,17,M,1,Platinum,2024-04-08,2024-12-04,28,10,461.2,46.12,0.492,0.591,Thriller,Jurong Point,Walk-in
GV001183,Tan Wei Wong,tan.wei.wong31@email.com,38,F,1,Standard,2021-12-31,2024-10-11,82,2,30.56,15.28,0.303,0.507,Horror,Vivocity,Walk-in
GV001184,Mei Ling Yeo,mei.ling.yeo68@email.com,63,F,0,Free,2023-08-01,2024-06-24,191,4,60.41,15.1,0.443,0.513,Action,Bishan,Partner Referral
GV001185,Wei Jie Koh,wei.jie.koh96@email.com,65,M,0,Free,2024-12-01,2024-12-06,26,14,991.19,70.8,0.786,0.117,Animation,Vivocity,Website
GV001186,Karthik Lim,karthik.lim10@email.com,59,Prefer not to say,0,Free,2023-10-01,2024-07-15,170,5,94.32,18.86,0.732,0.752,Romance,Paya Lebar,Website
GV001187,Jun Hao Lee,jun.hao.lee38@email.com,41,F,1,Gold,2022-08-20,2024-12-13,19,16,1022.17,63.89,0.691,0.159,Romance,JEM,Website
GV001188,Ryan Ramachandran,ryan.ramachandran57@email.com,60,F,1,Gold,2023-11-06,2024-12-18,14,18,621.21,34.51,0.873,0.782,Sci-Fi,Tampines,GV App
GV001189,Hafiz Tan,hafiz.tan59@email.com,38,M,1,Platinum,2021-12-02,2024-12-22,10,4,303.87,75.97,0.657,0.884,Drama,Vivocity,Walk-in
GV001190,Surya Chua,surya.chua31@email.com,29,M,0,Free,2021-12-31,2024-10-01,92,3,42.49,14.16,0.54,0.535,Horror,JEM,GV App
GV001191,Karthik Hussain,karthik.hussain43@email.com,22,F,0,Free,2022-10-25,2024-08-27,127,1,19.81,19.81,0.459,0.517,Romance,Kallang Leisure Park,Website
GV001192,Zhen Wei Kumar,zhen.wei.kumar46@email.com,34,F,1,Silver,2023-09-28,2024-04-08,268,13,360.04,27.7,0.796,0.663,Animation,Vivocity,Walk-in
GV001193,Siti Abdullah,siti.abdullah32@email.com,67,F,0,Free,2021-10-19,2024-02-10,326,13,339.53,26.12,0.473,0.739,Drama,Jurong Point,Website
GV001194,Hafiz Patel,hafiz.patel42@email.com,18,M,1,Standard,2024-09-16,2024-10-11,82,2,29.88,14.94,0.556,0.656,Comedy,Vivocity,Website
GV001195,Amirah Teo,amirah.teo42@email.com,46,M,0,Free,2023-03-25,2024-07-21,164,2,26.27,13.13,0.609,0.597,Horror,Tampines,Website
GV001196,Ling Ling Ong,ling.ling.ong60@email.com,48,M,0,Free,2022-11-29,2024-05-05,241,7,150.23,21.46,0.586,0.481,Thriller,Vivocity,Walk-in
GV001197,Farhan Koh,farhan.koh75@email.com,54,M,1,Gold,2023-09-18,2024-12-19,13,8,587.29,73.41,0.62,0.73,Action,Kallang Leisure Park,Social Media
GV001198,Arjun Goh,arjun.goh85@email.com,16,F,1,Platinum,2023-03-20,2024-11-22,40,5,273.38,54.68,0.586,0.745,Thriller,Vivocity,GV App
GV001199,Farhan Lee,farhan.lee12@email.com,52,M,0,Free,2023-09-02,2024-04-30,246,9,248.46,27.61,0.768,0.658,Horror,Kallang Leisure Park,GV App
GV001200,Amirah Lee,amirah.lee11@email.com,17,F,1,Gold,2022-05-30,2024-12-09,23,29,829.16,28.59,0.994,0.873,Action,Paya Lebar,Walk-in
GV001201,Hui Fen Singh,hui.fen.singh86@email.com,67,F,1,Platinum,2024-05-13,2024-12-15,17,39,1007.03,25.82,0.969,0.742,Thriller,Tampines,GV App
GV001202,Siti Abdullah,siti.abdullah35@email.com,16,M,1,Gold,2022-10-02,2024-12-10,22,7,384.73,54.96,0.664,0.89,Thriller,Paya Lebar,Walk-in
GV001203,Arjun Teo,arjun.teo19@email.com,31,F,0,Free,2022-04-22,2024-09-27,96,6,94.51,15.75,0.386,0.368,Drama,Paya Lebar,Social Media
GV001204,Mei Ling Abdullah,mei.ling.abdullah11@email.com,63,F,1,Standard,2022-10-23,2024-11-01,61,4,62.48,15.62,0.53,0.352,Romance,Yishun,Walk-in
GV001205,Siti Patel,siti.patel58@email.com,31,F,1,Gold,2023-01-06,2024-12-26,6,29,647.99,22.34,0.912,0.866,Thriller,Tampines,Walk-in
GV001206,Surya Goh,surya.goh82@email.com,40,M,1,Silver,2021-10-29,2024-11-06,56,17,959.81,56.46,0.848,0.306,Animation,Jurong Point,Partner Referral
GV001207,Mei Ling Kumar,mei.ling.kumar40@email.com,46,F,1,Platinum,2023-12-19,2024-12-13,19,19,455.4,23.97,0.819,0.7,Sci-Fi,Jurong Point,GV App
GV001208,Ryan Wong,ryan.wong21@email.com,16,M,1,Platinum,2022-03-17,2024-12-18,14,4,281.78,70.44,0.444,0.597,Thriller,Jurong Point,GV App
GV001209,Marcus Kumar,marcus.kumar22@email.com,57,M,1,Gold,2022-06-07,2024-12-28,4,25,673.52,26.94,0.906,0.789,Thriller,Paya Lebar,GV App
GV001210,Hui Min Lee,hui.min.lee84@email.com,50,M,0,Free,2024-03-29,2024-12-06,26,14,1241.54,88.68,0.858,0.135,Animation,Kallang Leisure Park,Walk-in
GV001211,Hui Min Koh,hui.min.koh16@email.com,47,M,0,Free,2022-09-10,2024-07-24,161,5,95.88,19.18,0.593,0.695,Drama,Bishan,Website
GV001212,Rajan Nair,rajan.nair21@email.com,67,F,0,Free,2021-11-04,2024-03-21,286,8,231.62,28.95,0.566,0.753,Action,Paya Lebar,GV App
GV001213,Faiz Wong,faiz.wong31@email.com,16,M,0,Free,2024-10-12,2024-11-12,50,12,957.57,79.8,0.68,0.266,Romance,Vivocity,Social Media
